fid,type,sub_type,name,source,global_id,label,province,prov_code,district,distr_code,lat,long,data_year,geometry
1425,Health Facility,Rural Health Center,Mukulaikwa RHC,MOH,{EBE0CB66-A963-4FCB-8A73-F5FC9C3C4588},Mukulaikwa RHC,Central,105,Shibuyunji,101012,-15.273109,27.7324539998,2017-2018,"c(27.7324539997524, -15.2731089999803)"
1426,Health Facility,Rural Health Center,Nampundwe RHC,MOH,{53AA2CD6-B772-4A78-9A6B-4894CBA42603},Nampundwe RHC,Central,105,Shibuyunji,101012,-15.5102049998,27.9270369996,2017-2018,"c(27.9270369995579, -15.5102049997609)"
1427,Health Facility,Rural Health Center,Shabasonje RHC,MOH,{2D3C5D9C-ED38-46CE-874A-8DE87FAB77E6},Shabasonje RHC,Central,105,Shibuyunji,101012,-15.4748550001,27.7797540001,2017-2018,"c(27.779754000147, -15.4748550000581)"
1428,Health Facility,Rural Health Post,Shachele RHP,MOH,{D8257846-FA18-4C4D-B93C-E558E4679AA3},Shachele RHP,Central,105,Shibuyunji,101012,-15.3572850003,27.6078280002,2017-2018,"c(27.6078280001621, -15.3572850003025)"
1429,Health Facility,Rural Health Center,Sichobo RHC,MOH,{1919607B-62F3-4554-A194-15DEBBB294C2},Sichobo RHC,Central,105,Shibuyunji,101012,-15.4498360001,27.8297380002,2017-2018,"c(27.8297380002086, -15.4498360001313)"
1430,Health Facility,Rural Health Center,Buli RHC,MOH,{07319737-1020-4F45-9401-91067495719C},Buli RHC,Muchinga,106,Chama,106001,-11.3484799998,33.0828579996,2017-2018,"c(33.0828579995971, -11.3484799997522)"
1431,Health Facility,Hospital,Chama Dis Hospital,MOH,{7264AB87-BB83-46A4-B6BA-0621C6463EC5},Chama Dis Hospital,Muchinga,106,Chama,106001,-11.2276160001,33.1748099997,2017-2018,"c(33.1748099996818, -11.2276160000783)"
1432,Health Facility,Health Center,Chama HC,MOH,{9084975E-4C4D-4ACF-A32D-E297781C2356},Chama HC,Muchinga,106,Chama,106001,-11.212402,33.1566820001,2017-2018,"c(33.1566820000743, -11.2124019999523)"
1433,Health Facility,Rural Health Center,Chibale RHC,MOH,{3B531208-522F-4CB1-90A8-CF3667B03334},Chibale RHC,Muchinga,106,Chama,106001,-10.4953320002,32.7878350004,2017-2018,"c(32.787835000385, -10.4953320001716)"
1434,Health Facility,Rural Health Center,Chifunda RHC,MOH,{B7B4BA4C-A048-4EF0-856F-B03B7FE05B40},Chifunda RHC,Muchinga,106,Chama,106001,-11.8730610001,32.5756649998,2017-2018,"c(32.5756649998399, -11.873061000065)"
1435,Health Facility,Rural Health Center,Chigoma RHC,MOH,{6C2F414F-B0DA-4CE4-8F53-CB986C943CBE},Chigoma RHC,Muchinga,106,Chama,106001,-11.6892970001,32.70159,2017-2018,"c(32.7015899999786, -11.6892970000565)"
1436,Health Facility,Rural Health Center,Chikwa RHC,MOH,{D0BC1413-2F63-4A9F-A0C4-ED0B3D560CD8},Chikwa RHC,Muchinga,106,Chama,106001,-11.6820250002,32.774702,2017-2018,"c(32.7747019999974, -11.6820250001536)"
1437,Health Facility,Rural Health Center,Chilubanama RHC,MOH,{06D9C4AF-5431-4517-A494-A6740CA2B62A},Chilubanama RHC,Muchinga,106,Chama,106001,-10.6869540001,32.371739,2017-2018,"c(32.3717389999549, -10.6869540001269)"
1438,Health Facility,Rural Health Post,Chitukula RHP,MOH,{02EED761-BDC3-4FA0-BA17-531C774CC3F3},Chitukula RHP,Muchinga,106,Chama,106001,-11.4474030002,33.0384189998,2017-2018,"c(33.038418999837, -11.4474030002482)"
1439,Health Facility,Rural Health Center,Fulaza RHC,MOH,{4759DF4A-E82E-43F0-8EB3-7ACC9C4857B6},Fulaza RHC,Muchinga,106,Chama,106001,-11.5836450004,32.5031149997,2017-2018,"c(32.5031149996576, -11.5836450004164)"
1440,Health Facility,Rural Health Post,Kalovya RHP,MOH,{EBFB0C14-32BA-4DC9-B9C7-43ECF6EFB2F8},Kalovya RHP,Muchinga,106,Chama,106001,-11.5304640004,33.227022,2017-2018,"c(33.2270219999654, -11.5304640004132)"
1441,Health Facility,Rural Health Center,Kambombo RHC,MOH,{5AF07339-090C-4CE0-8135-65B83558F436},Kambombo RHC,Muchinga,106,Chama,106001,-11.0852990003,33.0960639998,2017-2018,"c(33.0960639997538, -11.0852990003485)"
1442,Health Facility,Rural Health Post,Kambwili RHP,MOH,{4E813FB1-33D8-4149-AF89-EC26ECCF5EA0},Kambwili RHP,Muchinga,106,Chama,106001,-11.0940740003,33.1511240001,2017-2018,"c(33.1511240000726, -11.0940740003148)"
1443,Health Facility,Rural Health Center,Kanyelele RHC,MOH,{AA254ED2-1598-4F40-AB40-624BFF23C5B7},Kanyelele RHC,Muchinga,106,Chama,106001,-10.7476759998,33.4830939998,2017-2018,"c(33.4830939997883, -10.7476759998474)"
1444,Health Facility,Rural Health Center,Kapichilasenga RHC,MOH,{30C1F6E5-7014-4C46-B47F-DCB38E5F06DA},Kapichilasenga RHC,Muchinga,106,Chama,106001,-11.5460810002,32.8852129998,2017-2018,"c(32.8852129997802, -11.5460810002379)"
1445,Health Facility,Rural Health Post,Kapilingizya RHP,MOH,{25B62C6A-E525-48EB-A3DF-CD5BB844E554},Kapilingizya RHP,Muchinga,106,Chama,106001,-11.0519929996,33.0481610003,2017-2018,"c(33.04816100033, -11.0519929995772)"
1446,Health Facility,Rural Health Post,Kasela RHP,MOH,{523C3B9C-D9D1-43F5-9F85-6190210ADDF3},Kasela RHP,Muchinga,106,Chama,106001,-12.0057900001,32.7047350002,2017-2018,"c(32.7047350002201, -12.0057900001084)"
1447,Health Facility,Rural Health Center,Lundu RHC,MOH,{AF8C8CD1-0A54-4FEF-9692-C105DA8CDA40},Lundu RHC,Muchinga,106,Chama,106001,-10.9980539997,32.3835820002,2017-2018,"c(32.3835820002092, -10.9980539996923)"
1448,Health Facility,Rural Health Post,Manga Mission  RHP,MOH,{70DB91C4-2740-442E-8DA1-54809BE74942},Manga Mission  RHP,Muchinga,106,Chama,106001,-11.775434,32.845738999700004,2017-2018,"c(32.8457389996552, -11.775433999979)"
1449,Health Facility,Rural Health Center,Mapamba RHC,MOH,{333CAFF0-AB89-466F-9711-1B264E6D8A17},Mapamba RHC,Muchinga,106,Chama,106001,-12.1214750002,32.4390369999,2017-2018,"c(32.4390369998577, -12.1214750001711)"
1450,Health Facility,Rural Health Center,Mphyanakunda RHC,MOH,{4A71A019-5148-476F-81C1-B2D6C0972166},Mphyanakunda RHC,Muchinga,106,Chama,106001,-11.2298549999,32.8068759998,2017-2018,"c(32.8068759998276, -11.2298549999083)"
1451,Health Facility,Rural Health Center,Mulilo RHC,MOH,{06CF5FA6-B9DD-4582-B1E8-F0FE162157F3},Mulilo RHC,Muchinga,106,Chama,106001,-10.5399320002,32.9462159999,2017-2018,"c(32.9462159998686, -10.5399320001616)"
1452,Health Facility,Rural Health Center,Mwalala RHC,MOH,{24A62228-48D0-454B-B084-92D5D35A18E9},Mwalala RHC,Muchinga,106,Chama,106001,-11.1742309997,32.9049849997,2017-2018,"c(32.904984999658, -11.1742309996608)"
1453,Health Facility,Rural Health Center,Nthonkho RHC,MOH,{141D357F-E490-413E-915B-66252FB7C43C},Nthonkho RHC,Muchinga,106,Chama,106001,-11.0213290001,33.0393870004,2017-2018,"c(33.0393870004098, -11.0213290001332)"
1454,Health Facility,Rural Health Center,Pondo RHC,MOH,{8B47E8C4-47C3-4731-972C-394F7085027E},Pondo RHC,Muchinga,106,Chama,106001,-11.4842709998,32.6429079999,2017-2018,"c(32.6429079999043, -11.4842709998068)"
1455,Health Facility,Rural Health Center,Sitwe RHC,MOH,{51407085-8A9F-433E-A333-187444C924FE},Sitwe RHC,Muchinga,106,Chama,106001,-10.8313700004,33.1907200004,2017-2018,"c(33.1907200004277, -10.8313700004251)"
1456,Health Facility,Rural Health Center,Tembwe RHC,MOH,{72881888-4379-447D-A9E1-E7CB28EB9816},Tembwe RHC,Muchinga,106,Chama,106001,-11.360225,32.8894740002,2017-2018,"c(32.889474000225, -11.3602249999837)"
1457,Health Facility,Rural Health Post,Kapalankonje RHP,MOH,{E820DBEB-1D4B-4227-B787-4F935CE81632},Kapalankonje RHP,Muchinga,106,Chama,106001,-11.1759839996,33.0511270004,2017-2018,"c(33.0511270004108, -11.1759839995619)"
1458,Health Facility,Hospital,Chinsali Gen Hospital,MOH,{D29CAA3B-15C5-414E-82D5-8D3DEF1BA7AF},Chinsali Gen Hospital,Muchinga,106,Chinsali,106002,-10.5609629996,32.0718189997,2017-2018,"c(32.0718189997471, -10.5609629996427)"
1459,Health Facility,Hospital Affiliated Health Center,Chinsali HAHC,MOH,{09B44993-8C36-4857-920D-0E5B36B05478},Chinsali HAHC,Muchinga,106,Chinsali,106002,-10.552391,32.066696,2017-2018,"c(32.0666960000204, -10.5523910000446)"
1460,Health Facility,Rural Health Center,Chunga RHC,MOH,{8487E857-CC1B-4290-875C-7D096A9B2B9F},Chunga RHC,Muchinga,106,Chinsali,106002,-9.82923400015,32.5119499997,2017-2018,"c(32.5119499996928, -9.82923400014892)"
1461,Health Facility,Rural Health Post,Kalela RHP,MOH,{6248C17E-DCEE-4441-A6DB-BA0BA88163F9},Kalela RHP,Muchinga,106,Chinsali,106002,-9.90549499969,32.2610310001,2017-2018,"c(32.2610310000807, -9.90549499969444)"
1462,Health Facility,Rural Health Post,Kalwala RHP,MOH,{F85F7690-638C-4138-BB6D-272786E35686},Kalwala RHP,Muchinga,106,Chinsali,106002,-10.5953980003,32.1407969998,2017-2018,"c(32.1407969997817, -10.5953980003174)"
1463,Health Facility,Rural Health Center,Lubwa RHC,MOH,{BB631532-C43C-4194-953B-9A39FE8950FD},Lubwa RHC,Muchinga,106,Chinsali,106002,-10.5914069997,32.0070840002,2017-2018,"c(32.0070840002265, -10.5914069997332)"
1464,Health Facility,Rural Health Post,Nkweto RHP,MOH,{83C6A4B0-23AA-4E8C-A846-8B79FF4D019B},Nkweto RHP,Muchinga,106,Chinsali,106002,-10.2544949996,32.3001120001,2017-2018,"c(32.3001120000688, -10.2544949996445)"
1465,Health Facility,Rural Health Center,Mulilansolo RHC,MOH,{74C2DDAB-EEF2-4EDE-A0F9-EA31A1510198},Mulilansolo RHC,Muchinga,106,Chinsali,106002,-10.0946209997,32.3158970004,2017-2018,"c(32.3158970004463, -10.0946209996594)"
1466,Health Facility,Rural Health Center,Mundu RHC,MOH,{1897FA3C-5ECE-4F55-A916-D89BCC11A332},Mundu RHC,Muchinga,106,Chinsali,106002,-10.3270700001,32.2499479998,2017-2018,"c(32.2499479998004, -10.3270700000804)"
1467,Health Facility,Rural Health Post,Munsanya RHP,MOH,{056FEAFF-C953-40D3-B039-B489F7DC6E5B},Munsanya RHP,Muchinga,106,Chinsali,106002,-10.3609529996,32.3988429998,2017-2018,"c(32.3988429998046, -10.3609529995812)"
1468,Health Facility,Rural Health Post,Nkula RHP,MOH,{3773645E-658F-407A-B688-21B019C6B7E5},Nkula RHP,Muchinga,106,Chinsali,106002,-10.6441179996,31.9439030004,2017-2018,"c(31.9439030004232, -10.6441179996459)"
1469,Health Facility,Health Center,Association Of Lay Missionery HC,MOH,{66FD7823-38DA-4D5B-8CAE-55DA3394AC93},Association Of Lay Missionery HC,Muchinga,106,Isoka,106003,-10.1645830001,32.6312170004,2017-2018,"c(32.6312170003643, -10.1645830001053)"
1470,Health Facility,Hospital,Isoka Dis Hospital,MOH,{0ADE1E44-7FF9-4F48-9CEF-64F82CFE0A70},Isoka Dis Hospital,Muchinga,106,Isoka,106003,-10.1624610003,32.6291880003,2017-2018,"c(32.629188000326, -10.1624610002749)"
1471,Health Facility,Rural Health Center,Kafwimbi RHC,MOH,{27631270-26A7-42F7-8DF6-9EF4C49D7AFA},Kafwimbi RHC,Muchinga,106,Isoka,106003,-10.1755680004,32.5614489999,2017-2018,"c(32.5614489998715, -10.1755680003629)"
1472,Health Facility,Rural Health Center,Kalungu RHC,MOH,{F9D7E19E-EBF9-4C08-BA81-C552FA1A68AF},Kalungu RHC,Muchinga,106,Isoka,106003,-9.6876619997,32.7079809997,2017-2018,"c(32.7079809997234, -9.6876619997015)"
1473,Health Facility,Rural Health Center,Kampumbu RHC,MOH,{AA89C6AF-8FDC-460A-B99A-8DAADB2BA741},Kampumbu RHC,Muchinga,106,Isoka,106003,-10.2558350003,33.008039,2017-2018,"c(33.0080389999999, -10.255835000285)"
1474,Health Facility,Rural Health Post,Kantenshya RHP,MOH,{9D62AA55-A9F2-45CA-B0C8-8E44192A131B},Kantenshya RHP,Muchinga,106,Isoka,106003,-10.0789199996,32.5756449998,2017-2018,"c(32.5756449998169, -10.0789199995583)"
1475,Health Facility,Rural Health Post,Kapililonga RHP,MOH,{9741B7CA-FEFB-4CA7-BA4A-8EAD7278562D},Kapililonga RHP,Muchinga,106,Isoka,106003,-9.9935190003,32.6998000002,2017-2018,"c(32.6998000001699, -9.9935190003016)"
1476,Health Facility,Health Center,Kasoka HC,MOH,{1FD46831-2C04-4291-A90F-EFE0929E7BC9},Kasoka HC,Muchinga,106,Isoka,106003,-10.1579989996,32.6352330003,2017-2018,"c(32.6352330003028, -10.1579989995541)"
1477,Health Facility,Rural Health Post,Katyetye RHP,MOH,{C38DC6D6-D561-45BE-9A5C-4C9978894D01},Katyetye RHP,Muchinga,106,Isoka,106003,-10.0842760001,32.8563929999,2017-2018,"c(32.856392999937, -10.0842760001373)"
1478,Health Facility,Rural Health Post,Lualizi RHP,MOH,{3A3E905B-D9FB-4EC1-89C8-71436B7B7F99},Lualizi RHP,Muchinga,106,Isoka,106003,-10.2676209997,32.7579150002,2017-2018,"c(32.7579150001771, -10.2676209997093)"
1479,Health Facility,Rural Health Post,Mwenekombe RHP,MOH,{B61A5555-CA6E-4AE0-BF38-ED5777F84547},Mwenekombe RHP,Muchinga,106,Isoka,106003,-9.97643400023,32.8468250003,2017-2018,"c(32.8468250002736, -9.97643400022889)"
1480,Health Facility,Rural Health Post,Nzoche RHP,MOH,{269CAF69-5BB8-4165-9683-616114BF8EFF},Nzoche RHP,Muchinga,106,Isoka,106003,-9.69129399992,33.1449070003,2017-2018,"c(33.1449070002579, -9.69129399991812)"
1481,Health Facility,Rural Health Post,Sansamwenje RHP,MOH,{F9C89E2B-BD11-4BE5-BA26-62EC824AEAAB},Sansamwenje RHP,Muchinga,106,Isoka,106003,-9.81861899987,32.7557870001,2017-2018,"c(32.75578700007, -9.81861899986689)"
1482,Health Facility,Rural Health Center,Chalabesa RHC,MOH,{E95141DD-F98F-4928-A67D-7F121A7E3860},Chalabesa RHC,Muchinga,106,Kanchibiya,106008,-11.3756790004,31.0134429996,2017-2018,"c(31.0134429995948, -11.3756790003855)"
1483,Health Facility,Health Post,Chikakala HP,MOH,{F3091B19-6A1D-4C0F-A965-DE2FA5FB91A4},Chikakala HP,Muchinga,106,Kanchibiya,106008,-11.4066060003,31.2361569998,2017-2018,"c(31.2361569998457, -11.4066060002667)"
1484,Health Facility,Rural Health Post,Chinkobo RHP,MOH,{A940DF91-4627-4F5F-87F0-46E2ACB35204},Chinkobo RHP,Muchinga,106,Kanchibiya,106008,-11.3367330003,30.6722039996,2017-2018,"c(30.672203999615, -11.3367330003277)"
1485,Health Facility,Rural Health Center,Kabinga RHC,MOH,{EDEECF64-D854-48F6-8293-AB0AAA1533E3},Kabinga RHC,Muchinga,106,Kanchibiya,106008,-11.4431680001,30.6165889998,2017-2018,"c(30.6165889997826, -11.4431680001031)"
1486,Health Facility,Rural Health Center,Kaonda RHC,MOH,{2DCCD8D6-4CA7-4206-82EC-B98416B9A621},Kaonda RHC,Muchinga,106,Kanchibiya,106008,-11.8444039996,30.7443000004,2017-2018,"c(30.7443000004447, -11.8444039996448)"
1487,Health Facility,Rural Health Center,Kopa RHC,MOH,{3FFB04E6-C830-462F-9559-AAA4B1A8EBE8},Kopa RHC,Muchinga,106,Kanchibiya,106008,-11.7740269998,30.835715,2017-2018,"c(30.8357150000473, -11.7740269998461)"
1488,Health Facility,Rural Health Center,Lubunga RHC,MOH,{838AEC1D-86B2-4F73-B8C6-C998AE7BD1B0},Lubunga RHC,Muchinga,106,Lavushimanda,106009,-12.8003989999,31.0180770002,2017-2018,"c(31.0180770001535, -12.8003989999139)"
1489,Health Facility,Rural Health Post,Luchembe RHP,MOH,{A81BBB4B-8507-4047-AAA8-76AF0BE879E9},Luchembe RHP,Muchinga,106,Kanchibiya,106008,-11.8121040003,31.2623970003,2017-2018,"c(31.2623970003214, -11.8121040002993)"
1490,Health Facility,Rural Health Center,Mapoma RHC,MOH,{6297D5B2-8D9D-4C36-868B-EF1E45F990F2},Mapoma RHC,Muchinga,106,Kanchibiya,106008,-11.6223340003,30.6024190001,2017-2018,"c(30.6024190001368, -11.6223340003138)"
1491,Health Facility,Rural Health Center,Mbati RHC,MOH,{897248AC-DBAA-4CBF-A64E-F2F35FE610E3},Mbati RHC,Muchinga,106,Kanchibiya,106008,-11.195612,30.7542570001,2017-2018,"c(30.7542570000605, -11.1956119999937)"
1492,Health Facility,Rural Health Center,Mpepo RHC,MOH,{26A3A7CA-21A5-4D2F-A9F8-6646351AD1C0},Mpepo RHC,Muchinga,106,Kanchibiya,106008,-11.0805190003,31.1167600004,2017-2018,"c(31.1167600003737, -11.0805190002516)"
1493,Health Facility,Rural Health Post,Mununga RHP,MOH,{6F7BBB67-1967-4F15-9B9D-A240346B78CB},Mununga RHP,Muchinga,106,Lavushimanda,106009,-12.6722679997,31.0205540002,2017-2018,"c(31.020554000167, -12.6722679996684)"
1494,Health Facility,Rural Health Post,Chaya RHP,MOH,{61C5F12A-5497-4AAC-8CC5-80606E9BB9E1},Chaya RHP,Muchinga,106,Mpika,106005,-12.5465429998,31.9681020003,2017-2018,"c(31.9681020003071, -12.5465429997596)"
1495,Health Facility,Rural Health Post,Kalimba RHP,MOH,{0BE91E41-09CA-47A9-BD3A-75C37C030F78},Kalimba RHP,Muchinga,106,Mpika,106005,-12.2078349996,31.7409810001,2017-2018,"c(31.7409810000731, -12.2078349995855)"
1496,Health Facility,Rural Health Post,Kaluba RHP,MOH,{32BF1EA8-BA42-4E43-89E5-D680539A8EA8},Kaluba RHP,Muchinga,106,Mpika,106005,-11.804804,31.6712280003,2017-2018,"c(31.671228000272, -11.8048040000045)"
1497,Health Facility,Rural Health Center,Lufila RHC,MOH,{DE93DDA6-B8E2-4B41-B8FA-B55AEAF9B64C},Lufila RHC,Muchinga,106,Mpika,106005,-11.327462,32.0214770003,2017-2018,"c(32.0214770002634, -11.3274619999713)"
1498,Health Facility,Rural Health Post,Lwitikila RHP,MOH,{AE08FF53-B3D4-4849-B462-F2B1D588B39A},Lwitikila RHP,Muchinga,106,Mpika,106005,-11.72668,31.4899089997,2017-2018,"c(31.4899089997006, -11.726679999982)"
1499,Health Facility,Rural Health Post,Mabonga RHP,MOH,{EAA0B1EC-A264-446B-8BA8-8A25BE8ACAF9},Mabonga RHP,Muchinga,106,Lavushimanda,106009,-12.6977890003,30.8162499999,2017-2018,"c(30.8162499999376, -12.6977890002621)"
1500,Health Facility,Rural Health Center,Chiunda Ponde RHC,MOH,{D57C0EE9-FD28-4B8C-BEF1-9663E4EB7B89},Chiunda Ponde RHC,Muchinga,106,Lavushimanda,106009,-12.2431690003,30.5771719996,2017-2018,"c(30.5771719995882, -12.243169000349)"
1501,Health Facility,Rural Health Center,Mpumba RHC,MOH,{E73D7D9E-0C78-467A-B103-799C041DDAF9},Mpumba RHC,Muchinga,106,Lavushimanda,106009,-12.6167679997,31.0041459998,2017-2018,"c(31.0041459998381, -12.6167679997433)"
1502,Health Facility,Rural Health Center,Muwele RHC,MOH,{6E5A98D3-8512-4731-9D05-3F633023EC0E},Muwele RHC,Muchinga,106,Lavushimanda,106009,-11.9850210001,30.3766480001,2017-2018,"c(30.3766480001051, -11.985021000119)"
1503,Health Facility,Rural Health Post,Salamo RHP,MOH,{A87B2BDC-2FED-474C-9EE7-E0D4E565F591},Salamo RHP,Muchinga,106,Lavushimanda,106009,-12.4871399997,31.0538080003,2017-2018,"c(31.053808000339, -12.4871399997112)"
1504,Health Facility,Rural Health Post,Chanama RHP,MOH,{F70F5988-3F5C-4BE9-B178-6766B4C195A8},Chanama RHP,Muchinga,106,Mafinga,106004,-10.2983310004,33.2429699998,2017-2018,"c(33.2429699997657, -10.2983310003753)"
1505,Health Facility,Rural Health Post,Chifunda RHP,MOH,{698252B7-447D-42FA-83BF-42FD5082F19C},Chifunda RHP,Muchinga,106,Mafinga,106004,-10.5561360001,33.5626809998,2017-2018,"c(33.5626809998283, -10.5561360000763)"
1506,Health Facility,Rural Health Post,Kalyamani RHP,MOH,{F44E19F0-1B52-4F79-91D3-3ED0B606700C},Kalyamani RHP,Muchinga,106,Mafinga,106004,-10.375666,33.4981329999,2017-2018,"c(33.498132999938, -10.3756659999859)"
1507,Health Facility,Rural Health Center,Mulekatembo RHC,MOH,{F638A89E-D98E-4C98-8E97-D37B73EC372A},Mulekatembo RHC,Muchinga,106,Mafinga,106004,-10.1386399998,33.3368980001,2017-2018,"c(33.3368980001426, -10.1386399998361)"
1508,Health Facility,Rural Health Center,Muyombe RHC,MOH,{246CCD57-7E27-40F4-BE74-8C4901B96889},Muyombe RHC,Muchinga,106,Mafinga,106004,-10.5773069997,33.4495669996,2017-2018,"c(33.4495669996174, -10.5773069997182)"
1509,Health Facility,Rural Health Post,Mweniwisi RHP,MOH,{C304DCC2-263C-4135-A99A-4B7544CCD923},Mweniwisi RHP,Muchinga,106,Mafinga,106004,-10.0850289998,33.1463359996,2017-2018,"c(33.1463359996067, -10.0850289997884)"
1510,Health Facility,Rural Health Center,Nachisitu RHC,MOH,{5320DCCA-12E0-4846-9412-9BA1ECD526BA},Nachisitu RHC,Muchinga,106,Mafinga,106004,-9.91039700002,33.2381830002,2017-2018,"c(33.2381830002453, -9.91039700002148)"
1511,Health Facility,Rural Health Post,Sichitambule RHP,MOH,{11C6DDD8-6F48-4C1A-8B69-D67B3F131C95},Sichitambule RHP,Muchinga,106,Mafinga,106004,-10.3301750003,33.1201590002,2017-2018,"c(33.1201590002377, -10.330175000276)"
1512,Health Facility,Rural Health Center,Thendere RHC,MOH,{D7545E6C-316C-4CDB-98E3-1BD5EAEE4F79},Thendere RHC,Muchinga,106,Mafinga,106004,-10.2568280002,33.372505,2017-2018,"c(33.3725050000058, -10.256828000212)"
1513,Health Facility,Rural Health Post,Wenela  RHP,MOH,{0E979BE2-002B-4029-A035-825FA9261677},Wenela  RHP,Muchinga,106,Mafinga,106004,-10.4262220003,33.4322060003,2017-2018,"c(33.4322060003067, -10.426222000345)"
1514,Health Facility,Rural Health Post,Wiya RHP,MOH,{E4A46B06-4876-49E0-8AB4-E8F2D8166BC1},Wiya RHP,Muchinga,106,Mafinga,106004,-10.228019,33.4578130004,2017-2018,"c(33.4578130003697, -10.2280189999768)"
1515,Health Facility,Rural Health Center,Zumbe RHC,MOH,{E9CDF4CC-E519-4547-8054-6E99972C3703},Zumbe RHC,Muchinga,106,Mafinga,106004,-10.5145739999,33.3241129996,2017-2018,"c(33.3241129996153, -10.5145739998902)"
1516,Health Facility,Health Center,Chibansa HC,MOH,{CD318204-C59F-43E9-9B25-78555BE93D3F},Chibansa HC,Muchinga,106,Mpika,106005,-11.9066270002,31.4365420001,2017-2018,"c(31.4365420001133, -11.9066270002358)"
1517,Health Facility,Rural Health Post,Chikwanda RHP,MOH,{1F5774F1-3399-4FB8-B83B-F0E7FB6C2D3D},Chikwanda RHP,Muchinga,106,Mpika,106005,-11.7325760003,31.4728869998,2017-2018,"c(31.4728869998352, -11.7325760002822)"
1518,Health Facility,Hospital,Chilonga Mission Gen Hospital,MOH,{A8BA2D6A-C927-42C4-BF3A-504EC6CBCCBA},Chilonga Mission Gen Hospital,Muchinga,106,Mpika,106005,-12.0274990003,31.3399649999,2017-2018,"c(31.3399649998849, -12.0274990002786)"
1519,Health Facility,Rural Health Center,Chilonga Opd RHC,MOH,{FEDCFF6E-08FA-43EB-B020-81C12B57614B},Chilonga Opd RHC,Muchinga,106,Mpika,106005,-12.0276209996,31.33991,2017-2018,"c(31.3399100000465, -12.0276209996094)"
1520,Health Facility,Health Post,Chitulika HP,MOH,{1EC7CBF3-372D-4529-8874-B2CABB41C51A},Chitulika HP,Muchinga,106,Mpika,106005,-11.8327320001,31.4377259999,2017-2018,"c(31.437725999855, -11.8327320000817)"
1521,Health Facility,Health Post,Kamwanya HP,MOH,{210977AE-5CD0-4F8F-AB78-A8E4ED8FFAA7},Kamwanya HP,Muchinga,106,Mpika,106005,-11.8227579997,31.4663430002,2017-2018,"c(31.4663430002293, -11.8227579996819)"
1522,Health Facility,Rural Health Center,Kasenga RHC,MOH,{9A8E1F5B-6E4B-461B-9503-5EAA260B53F8},Kasenga RHC,Muchinga,106,Mpika,106005,-12.1188149998,31.1725999998,2017-2018,"c(31.1725999997902, -12.1188149998123)"
1523,Health Facility,Hospital,Micheal Sata Dis Hospital,MOH,{AD3F9D51-C225-4D04-8EE0-1F5D55C9C65B},Micheal Sata Dis Hospital,Muchinga,106,Mpika,106005,-11.8229300004,31.3709309998,2017-2018,"c(31.3709309997659, -11.8229300004191)"
1524,Health Facility,Hospital,Mpika Dis Hospital,MOH,{D31FE279-6502-47B3-A20A-DA48A169D367},Mpika Dis Hospital,Muchinga,106,Mpika,106005,-11.8389800004,31.4572259998,2017-2018,"c(31.4572259997801, -11.8389800004267)"
1525,Health Facility,Health Post,Tazara HP,MOH,{3DAD0D7F-7A94-4F7B-9219-558ABABFE2B3},Tazara HP,Muchinga,106,Mpika,106005,-11.8416890003,31.4076129997,2017-2018,"c(31.4076129997402, -11.8416890003471)"
1526,Health Facility,Rural Health Center,Tazara Residential RHC,MOH,{D0B1FF6B-4AF9-4D47-AE7A-6A224CCF1C7D},Tazara Residential RHC,Muchinga,106,Mpika,106005,-11.8465089996,31.4000950002,2017-2018,"c(31.4000950001841, -11.8465089995906)"
1527,Health Facility,Rural Health Center,Zca RHC,MOH,{DC5CA132-B5FF-4C0A-9E36-29E1E124A4B4},Zca RHC,Muchinga,106,Mpika,106005,-11.708095,31.4592090004,2017-2018,"c(31.4592090003951, -11.7080949999842)"
1528,Health Facility,Health Center,Tazara Workshop HC,MOH,{E2DF2A95-835A-41A8-80D6-EB6F7338A930},Tazara Workshop HC,Muchinga,106,Mpika,106005,-11.8471100003,31.3958919997,2017-2018,"c(31.3958919997161, -11.8471100003262)"
1529,Health Facility,Rural Health Center,Katibunga RHC,MOH,{A5F4EE0E-8580-4067-88E3-409BEF24866C},Katibunga RHC,Muchinga,106,Mpika,106005,-11.6198580003,31.7609180004,2017-2018,"c(31.7609180003655, -11.6198580003464)"
1530,Health Facility,Rural Health Post,Chibaye RHP,MOH,{A5E07373-2831-4A49-89B3-9412CCC8DC5D},Chibaye RHP,Muchinga,106,Mpika,106005,-11.6895599996,31.3286190001,2017-2018,"c(31.3286190000669, -11.6895599995943)"
1531,Health Facility,Rural Health Post,Kazembe RHP,MOH,{F4A2503F-5258-4F5D-8FD8-93C72961ACDF},Kazembe RHP,Muchinga,106,Mpika,106005,-12.3177079996,31.7209540001,2017-2018,"c(31.7209540001271, -12.3177079996244)"
1532,Health Facility,Rural Health Center,Mukungule RHC,MOH,{FFF4BF7F-332C-4E02-BF11-C55E9F4005A4},Mukungule RHC,Muchinga,106,Mpika,106005,-11.5965399997,31.9243299998,2017-2018,"c(31.9243299998297, -11.5965399997212)"
1533,Health Facility,Rural Health Center,Nabwalya RHC,MOH,{9DC8B2BB-8151-4303-85D4-7B549190259E},Nabwalya RHC,Muchinga,106,Mpika,106005,-12.418637,31.9782339999,2017-2018,"c(31.9782339998992, -12.4186369999975)"
